file_x,id,Name,stress_mpa,temp_oc,LMP,mean,upper,lower,gamma,gammaP,gammaP_distrib,gammaP_aspect,gammaP_width,gammaP_circle
in792sx,A0409,210324-409-2_m002_r1.png,477.53,800,24.623,100.0,100.0,44.535,68.39399065290178,31.60600934709821,"[93.987, 6.013, 0.0, 0.0, 0.0]",1.4645922404459395,27.3096555145483,0.7458315486098582
in792sx,A0409,210324-409-2_m003_r1.png,477.53,800,24.623,100.0,100.0,44.535,66.81073869977678,33.189261300223215,"[89.373, 10.627, 0.0, 0.0, 0.0]",1.4441790126412914,29.713284905089832,0.7245881007267374
in792sx,A0409,210324-409-2_m004_r1.png,477.53,800,24.623,100.0,100.0,44.535,68.45328194754464,31.54671805245536,"[94.763, 5.237, 0.0, 0.0, 0.0]",1.5052135694643012,28.375078511469948,0.7756522103996002
in792sx,A0409,210324-409-2_m005_r1.png,477.53,800,24.623,100.0,100.0,44.535,66.9427490234375,33.0572509765625,"[91.304, 8.696, 0.0, 0.0, 0.0]",1.5351648104394064,27.94438100113519,0.6332390680635099
in792sx,A0409,210324-409-2_m006_r1.png,477.53,800,24.623,100.0,100.0,44.535,66.60539899553571,33.394601004464285,"[91.932, 8.068, 0.0, 0.0, 0.0]",1.4799062653855155,28.778462004638293,0.7453966963461759
in792sx,A0409,210324-409-2_m007_r1.png,477.53,800,24.623,100.0,100.0,44.535,66.63888113839286,33.36111886160714,"[93.766, 5.974, 0.26, 0.0, 0.0]",1.495381876743326,28.689394057491903,0.8160991263303911
in792sx,A0409,210324-409-2_m008_r1.png,477.53,800,24.623,100.0,100.0,44.535,63.80641392299107,36.19358607700892,"[86.826, 12.275, 0.898, 0.0, 0.0]",1.4959455036708451,34.67396204353657,0.6990142340149313
in792sx,A0409,210324-409-2_m009_r1.png,477.53,800,24.623,100.0,100.0,44.535,66.34242466517857,33.65757533482142,"[85.981, 13.707, 0.312, 0.0, 0.0]",1.561327802607235,32.5144283856042,0.7422149568445868
in792sx,A0409,210324-409-2_m010_r1.png,477.53,800,24.623,100.0,100.0,44.535,63.85157993861608,36.14842006138393,"[89.373, 10.627, 0.0, 0.0, 0.0]",1.4371022371096902,31.630624035776474,0.8138663108940609
in792sx,A0409,210324-409-2_m011_r1.png,477.53,800,24.623,100.0,100.0,44.535,65.53902762276785,34.46097237723214,"[87.283, 12.139, 0.578, 0.0, 0.0]",1.4403774105881173,33.73123479310111,0.7369671227295127
in792sx,A0409,210324-409-2_m012_r1.png,477.53,800,24.623,100.0,100.0,44.535,66.92592075892857,33.07407924107143,"[85.172, 14.138, 0.69, 0.0, 0.0]",1.3769702134381965,35.935736618884924,0.7292997773563389
in792sx,A0409,210324-409-2_m013_r1.png,477.53,800,24.623,100.0,100.0,44.535,65.91203962053571,34.08796037946429,"[84.946, 13.62, 1.434, 0.0, 0.0]",1.41548577683824,36.54911179830825,0.6514620668315576
in792sx,A0409,210324-409-2_m014_r1.png,477.53,800,24.623,100.0,100.0,44.535,66.83454241071428,33.165457589285715,"[88.679, 11.006, 0.314, 0.0, 0.0]",1.442323853295585,31.91533070721864,0.7976321960112318
in792sx,A0409,210324-409-2_m015_r1.png,477.53,800,24.623,100.0,100.0,44.535,66.01231166294643,33.98768833705358,"[94.609, 5.391, 0.0, 0.0, 0.0]",1.4378078792044342,28.955093906842563,0.8433095305091879
in792sx,A0409,210324-409-3_m001_r1.png,477.53,800,24.623,100.0,100.0,44.535,68.57352120535715,31.426478794642858,"[85.761, 12.621, 1.618, 0.0, 0.0]",1.4018360795686575,37.739417980587525,0.5977827509430044
in792sx,A0409,210324-409-3_m002_r1.png,477.53,800,24.623,100.0,100.0,44.535,66.57749720982142,33.42250279017857,"[88.604, 10.256, 1.14, 0.0, 0.0]",1.4852538686656676,34.71350048108695,0.6000409149984326
in792sx,A0409,210324-409-3_m003_r1.png,477.53,800,24.623,100.0,100.0,44.535,68.68765694754464,31.312343052455358,"[89.947, 9.524, 0.529, 0.0, 0.0]",1.4677764968201823,32.56102277146601,0.6695596399335448
in792sx,A0409,210324-409-3_m004_r1.png,477.53,800,24.623,100.0,100.0,44.535,68.45101492745536,31.54898507254465,"[89.655, 8.908, 1.437, 0.0, 0.0]",1.4108894212344487,36.561396002998,0.5892705714590919
in792sx,A0409,210324-409-3_m005_r1.png,477.53,800,24.623,100.0,100.0,44.535,70.01813616071428,29.981863839285715,"[93.807, 5.734, 0.459, 0.0, 0.0]",1.492380848542099,31.00288271049527,0.6414588195601788
in792sx,A0409,210324-409-3_m006_r1.png,477.53,800,24.623,100.0,100.0,44.535,66.68736049107142,33.31263950892857,"[89.223, 9.524, 1.253, 0.0, 0.0]",1.4672372934648623,36.89822168990672,0.5828477156965195
in792sx,A0409,210324-409-3_m007_r1.png,477.53,800,24.623,100.0,100.0,44.535,67.45945521763392,32.54054478236607,"[87.859, 10.543, 1.597, 0.0, 0.0]",1.518263497970302,37.83983577088147,0.5912813524311082
in792sx,A0409,210324-409-3_m008_r1.png,477.53,800,24.623,100.0,100.0,44.535,67.25350516183036,32.746494838169646,"[83.871, 14.516, 1.613, 0.0, 0.0]",1.4832023324432697,35.8134706489945,0.6140145416415859
in792sx,A0409,210324-409-3_m009_r1.png,477.53,800,24.623,100.0,100.0,44.535,68.53506905691964,31.464930943080358,"[90.547, 8.955, 0.498, 0.0, 0.0]",1.4623990935322762,33.44386393957385,0.6271128733441964
in792sx,A0409,210324-409-3_m010_r1.png,477.53,800,24.623,100.0,100.0,44.535,66.64803641183036,33.35196358816964,"[83.032, 15.884, 0.722, 0.361, 0.0]",1.5090808145294128,41.02785878225422,0.6336553209111168
in792sx,A0409,210324-409-3_m011_r1.png,477.53,800,24.623,100.0,100.0,44.535,70.2996826171875,29.700317382812504,"[86.713, 11.189, 2.098, 0.0, 0.0]",1.4258759613463667,38.888752913965526,0.6380320448921507
in792sx,A0409,210324-409-3_m012_r1.png,477.53,800,24.623,100.0,100.0,44.535,67.6947021484375,32.3052978515625,"[84.691, 13.681, 1.629, 0.0, 0.0]",1.4258228818871392,36.80886566667223,0.5918807558615103
